timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1517970,0.7012,0.6848,0.0715,-1.7481,-5.313,-5.2901,0.0,0.9827231197036121
1517980,0.7051,0.6875,0.0774,-2.2748,-5.2977,-4.8168,0.01,0.9878324857990852
1517980,0.7056,0.6833,0.0674,-2.4962,-5.084,-4.7634,0.01,0.9845369520744257
1517990,0.7078,0.686,0.0715,-2.5878,-4.7634,-4.7405,0.02,0.9882758167637211
1517990,0.7068,0.686,0.0679,-2.6412,-4.1985,-4.6641,0.02,0.9873057530471501
1518000,0.707,0.6885,0.0618,-2.7481,-3.9542,-4.4962,0.03,0.988787383616923
1518000,0.7131,0.6814,0.0603,-3.0611,-3.5191,-4.2214,0.03,0.9881566981000534
1518010,0.7114,0.6812,0.0586,-2.9618,-3.2443,-4.4962,0.04,0.9866901033252539
1518010,0.7141,0.6819,0.0566,-2.8855,-3.0763,-4.3588,0.04,0.9890045399289125
1518020,0.7178,0.6843,0.0522,-3.0458,-2.4351,-4.3817,0.05,0.9930902124177843
1518020,0.7129,0.6804,0.0481,-3.1374,-2.5496,-4.8626,0.05,0.9866530190497569
1518030,0.7131,0.6863,0.05,-2.9084,-2.1756,-4.7786,0.06,0.9909688693394965
1518030,0.709,0.6877,0.0496,-2.916,-2.0,-4.7557,0.06,0.9889754547004693
1518040,0.7158,0.6919,0.0417,-2.7634,-2.084,-4.9466,0.07,0.9964106282050588
1518040,0.719,0.6946,0.0432,-2.5725,-2.2214,-4.8092,0.07,1.0006479900544447
1518050,0.717,0.7,0.0415,-2.3282,-2.5878,-4.8244,0.08,1.0029014158929082
1518050,0.7263,0.7029,0.0339,-2.1145,-2.4351,-4.7099,0.08,1.011300800948956
1518060,0.7256,0.7041,0.033,-1.9542,-2.7023,-4.4809,0.09,1.0116032670963453
1518060,0.7278,0.7141,0.0234,-1.4809,-2.1985,-4.4885,0.09,1.0198917638651663
1518070,0.73,0.7178,0.0222,-1.4275,-1.8702,-4.3206,0.1,1.0240262106020528
1518070,0.7266,0.7222,0.0266,-1.3664,-1.4656,-4.0458,0.1,1.0248063036496213
1518080,0.7275,0.7266,0.0171,-1.0229,-1.2137,-4.3817,0.11,1.0283463521596214
1518080,0.7178,0.7285,0.0105,-0.7939,-0.4885,-4.0992,0.11,1.0227704238977584
1518090,0.7107,0.7305,0.0095,-1.0687,-0.2214,-3.8931,0.12,1.0192227381686498
1518090,0.7024,0.7263,0.0046,-0.9466,0.0534,-4.1221,0.12,1.0103952741378
1518100,0.6931,0.7283,-0.0012,-0.9847,0.1679,-4.0,0.13,1.005390441569841
1518100,0.6875,0.7261,-0.0068,-0.5038,0.7176,-4.0153,0.13,0.999961849272261
1518110,0.6841,0.719,-0.0002,-0.313,0.5115,-3.8092,0.14,0.992448411757508
1518110,0.678,0.7175,0.0049,-0.0458,0.6565,-3.5878,0.14,0.987174888254356
1518120,0.6765,0.7212,0.0022,0.0763,1.0229,-3.458,0.15,0.9888308904964488
1518120,0.6663,0.7188,0.0125,0.2366,1.2824,-3.2977,0.15,0.9801966027282486
1518130,0.6677,0.7175,0.0088,0.1298,1.542,-2.8244,0.16,0.9801566099353715
1518130,0.6633,0.7244,0.0137,-0.1832,2.4046,-2.542,0.16,0.9822982948168036
1518140,0.6606,0.7236,0.0168,0.2901,3.0534,-2.2595,0.17,0.979934467196659
1518140,0.6592,0.72,0.0193,0.0611,3.8473,-2.0534,0.17,0.976379603433009
1518150,0.6567,0.719,0.0183,0.2748,4.4733,-1.5038,0.18,0.9739357165644968
1518150,0.655,0.7231,0.0183,0.2443,5.229,-1.2977,0.18,0.9758245231597739
1518160,0.6475,0.7202,0.0217,0.4962,5.6641,-0.9847,0.19,0.9687183181916196
1518160,0.647,0.7236,0.0256,0.7405,6.1832,-0.916,0.19,0.9710104633833767
