timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1044590,-0.5283,0.8232,0.1462,-3.8397,-1.9618,-1.3359,0.0,0.9890063548835265
1044600,-0.5293,0.823,0.1404,-3.5267,-1.5725,-1.6336,0.01,0.9885340914708
1044600,-0.5276,0.8196,0.1484,-3.3817,-1.6336,-1.687,0.01,0.9859657600545771
1044610,-0.5308,0.822,0.1396,-3.4504,-1.4809,-1.5725,0.02,0.9883930392308516
1044610,-0.5266,0.8162,0.1458,-3.5802,-1.6641,-1.6336,0.02,0.9822156789626196
1044620,-0.5312,0.8162,0.1453,-3.2672,-1.7786,-1.2366,0.03,0.9846156458232826
1044620,-0.533,0.8164,0.146,-3.3969,-1.7557,-1.3893,0.03,0.9858569673132103
1044630,-0.5278,0.8188,0.1526,-3.6489,-1.687,-1.2061,0.04,0.9860492076970601
1044630,-0.5259,0.8162,0.1519,-3.6947,-1.7557,-1.2137,0.04,0.9827649057633265
1044640,-0.5247,0.8174,0.147,-3.6947,-1.7481,-1.1832,0.05,0.982375615536135
1044640,-0.5198,0.8228,0.1436,-3.4885,-1.5649,-1.1832,0.05,0.9837747913013425
1044650,-0.52,0.8213,0.144,-3.855,-1.7023,-1.0611,0.06,0.9826849393371204
1044650,-0.5234,0.8223,0.1404,-3.5191,-1.5954,-1.0992,0.06,0.9848030310676343
1044660,-0.5222,0.822,0.144,-3.4198,-1.6565,-0.771,0.07,0.9844352898997475
1044660,-0.521,0.8235,0.1411,-2.9542,-1.8626,-0.5802,0.07,0.9846331601159897
1044670,-0.5117,0.8215,0.1511,-2.9618,-1.7786,-0.1221,0.08,0.9795562005316489
1044670,-0.5161,0.8215,0.1472,-3.0458,-1.9695,-0.4046,0.08,0.9812692291109509
1044680,-0.5117,0.8232,0.1553,-2.9847,-2.542,0.2519,0.09,0.981638029010694
1044680,-0.5144,0.824,0.1565,-2.7863,-3.2595,0.084,0.09,0.9839083341450056
1044690,-0.51,0.8252,0.1597,-2.771,-3.5191,0.5267,0.1,0.9831373912124388
1044690,-0.5144,0.8296,0.1592,-2.9771,-3.8626,0.6794,0.1,0.9890339529055613
1044700,-0.5115,0.8335,0.1589,-3.1298,-4.0076,0.7786,0.11,0.9907591584234788
1044700,-0.5107,0.8372,0.1545,-3.5344,-4.0382,0.9008,0.11,0.9927681401012021
1044710,-0.5059,0.8406,0.1538,-3.687,-3.916,1.4504,0.12,0.9930748259824131
1044710,-0.5073,0.8381,0.1497,-3.7023,-4.0763,1.229,0.12,0.9910474206615948
1044720,-0.5083,0.8362,0.146,-3.626,-4.0153,1.2672,0.13,0.9894015009085039
1044720,-0.509,0.8335,0.146,-3.8702,-4.084,1.4275,0.13,0.9874812656450754
1044730,-0.5081,0.8276,0.1423,-3.4656,-3.8168,1.2748,0.14,0.9814971523137497
1044730,-0.5137,0.8276,0.1394,-3.313,-3.5573,1.1908,0.14,0.9839927896077288
1044740,-0.5107,0.8235,0.1436,-3.0916,-3.4046,1.0229,0.15,0.9795854735550136
1044740,-0.512,0.8215,0.1467,-2.9466,-3.5191,0.8321,0.15,0.979043992882853
1044750,-0.5171,0.824,0.1394,-2.6641,-3.5115,0.2366,0.16,0.9827516318989249
1044750,-0.5173,0.8286,0.1404,-2.5954,-3.313,-0.0458,0.16,0.9868583535644819
1044760,-0.5242,0.8318,0.1501,-2.1374,-3.4733,-0.4122,0.17,0.9945888044815305
1044760,-0.5251,0.8394,0.1462,-2.3053,-3.1679,-0.8473,0.17,1.0008480454094917
1044770,-0.5271,0.8396,0.1455,-2.1908,-3.2748,-1.5267,0.18,1.0019644804083625
