timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1887910,0.3066,1.0698,0.0801,-45.4351,-53.9542,27.771,0.0,1.115747108443486
1887910,0.238,1.0791,0.062,-45.374,-51.9466,28.1527,0.0,1.1067722484775266
1887920,0.1489,1.052,0.0393,-43.1298,-50.6107,28.2824,0.01,1.0632119732207685
1887930,0.0957,1.0457,-0.0237,-39.374,-44.7405,28.1069,0.02,1.0503374076933565
1887930,-0.0303,1.0146,-0.0144,-37.4504,-40.1069,27.313,0.02,1.015154475929649
1887940,-0.2324,0.9878,0.1121,-35.0687,-45.4809,29.6565,0.03,1.0209431962651008
1887940,-0.3975,0.9309,0.1646,-37.5649,-54.0382,24.7557,0.03,1.0255116869153662
1887950,-0.5,0.9795,0.1355,-35.4275,-62.9008,20.3511,0.04,1.1080525709550066
1887950,-0.6335,1.0242,0.1455,-32.458,-72.4504,16.0153,0.04,1.2130449867997477
1887960,-0.6553,1.0808,0.0386,-29.4733,-75.9313,10.7252,0.05,1.2645302250242973
1887960,-0.6826,1.0854,-0.0159,-27.7176,-74.6489,4.374,0.05,1.2822982219437098
1887970,-0.6807,1.0991,-0.0283,-28.5191,-76.4657,0.145,0.06,1.2931257440790511
1887970,-0.6272,1.1121,-0.1233,-28.3053,-78.229,-2.8931,0.06,1.2827116355596062
1887980,-0.5647,1.093,-0.3516,-19.7863,-69.2061,-3.1527,0.07,1.2795146150005476
1887980,-0.519,1.0652,-0.4707,-9.5038,-49.5649,-5.7099,0.07,1.2749786390367486
1887990,-0.4443,1.0168,-0.5151,0.4427,-31.4198,-9.8015,0.08,1.223361246729681
1887990,-0.3757,1.0786,-0.542,9.8244,-17.1069,-11.0382,0.08,1.2642359154841316
1888000,-0.2935,1.1284,-0.5486,21.771,-0.3435,-11.4427,0.09,1.288561511919396
1888000,-0.1653,1.1855,-0.4934,33.5115,17.4351,-10.6565,0.09,1.294672893050596
1888010,-0.041,1.2048,-0.2979,40.5344,34.1679,-9.0916,0.1,1.2417602224262139
1888020,0.0691,1.1997,-0.1204,43.0382,45.8702,-7.2977,0.11,1.207704872889068
1888020,0.1643,1.1782,0.0598,42.4504,52.4427,-4.0153,0.11,1.191102753753848
1888030,0.2231,1.1077,0.2388,39.1908,53.8168,-1.0458,0.12,1.1549018746196578
1888030,0.2771,1.0791,0.3989,35.1832,51.8244,1.3359,0.12,1.1833691013373637
1888040,0.3176,0.9885,0.4619,29.2519,49.0687,2.0687,0.13,1.1363774108983336
1888040,0.3118,0.9216,0.5632,21.2519,44.6794,3.145,0.13,1.1241708233182357
1888050,0.335,0.873,0.5393,16.2901,42.5496,3.7557,0.14,1.0794436020469063
1888050,0.2983,0.8027,0.5269,13.2443,38.084,3.1221,0.14,1.0054520326698833
1888060,0.2949,0.7876,0.5039,11.855,30.1985,3.2519,0.15,0.9804055181403254
1888060,0.2913,0.7947,0.4263,8.3817,22.0687,2.4198,0.15,0.9477000949667569
1888070,0.2805,0.8167,0.3862,3.8855,13.4046,1.9466,0.16,0.9459543223644575
1888070,0.3369,0.8506,0.29,2.4046,6.9618,3.7176,0.16,0.9597509937478576
1888070,0.2957,0.8628,0.2148,-1.9924,2.1527,3.0,0.16,0.9370172730531706
1888080,0.2844,0.8745,0.186,-3.7328,-4.5878,4.3817,0.17,0.9382055265239062
1888080,0.3074,0.8943,0.1321,-2.771,-9.2366,5.374,0.17,0.9548390754467477
1888090,0.3271,0.8967,0.0662,-1.2748,-10.3206,5.1832,0.18,0.9567903323090174
1888090,0.3245,0.9187,0.0312,0.1832,-9.9389,5.7634,0.18,0.9748247945143783
1888100,0.3054,0.9331,0.0359,0.5115,-7.9389,5.0916,0.19,0.9824630171156572
1888100,0.3384,0.9817,0.0596,1.0534,-6.0763,7.7328,0.19,1.0400969233682023
1888110,0.3535,0.9897,0.0515,0.0916,-3.0,7.3206,0.2,1.0521979804200348
1888110,0.3743,1.0,0.0203,-1.0153,2.9389,8.3664,0.2,1.067947835804727
1888120,0.3735,1.0015,0.009,-2.9084,10.6183,9.4885,0.21,1.0689179107864177
1888120,0.3657,1.0037,-0.0144,-5.0305,20.2061,11.7176,0.21,1.068343362407424
1888130,0.3335,0.9924,-0.0442,-7.2595,30.4886,13.1221,0.22,1.0478710082829852
1888130,0.3032,0.9856,-0.0457,-8.542,39.1145,13.6031,0.22,1.0321947926627029
1888140,0.2822,0.9697,-0.0442,-9.229,45.5191,13.7634,0.23,1.0108949351935639
1888140,0.2554,0.9536,-0.0347,-9.0763,50.6031,13.6947,0.23,0.9878189155913142
1888150,0.2385,0.9412,-0.0291,-9.0611,55.3282,12.9313,0.24,0.9713838067417019
1888150,0.2314,0.9243,-0.019,-7.9237,60.8931,12.855,0.24,0.9530149264308508
1888160,0.2092,0.9053,-0.0112,-6.5878,65.3893,11.9618,0.25,0.9292244992465492
1888160,0.1985,0.8989,0.0051,-4.5725,68.2519,11.4962,0.25,0.9205701874381985
1888170,0.1814,0.8865,0.042,-2.4427,69.3893,10.7557,0.26,0.9058433694629552
1888170,0.1672,0.8828,0.084,-1.3664,69.0229,9.5267,0.26,0.9024121453083397
1888180,0.1462,0.8862,0.1238,-1.1603,67.1221,8.2672,0.27,0.906670458325405
1888180,0.1299,0.8923,0.1345,-1.3893,66.0153,6.8702,0.27,0.9116817152932266
1888190,0.1243,0.8987,0.1658,-1.5954,63.9924,5.2748,0.28,0.9222807706983812
1888190,0.1294,0.9087,0.1689,-2.5496,60.9695,3.6718,0.28,0.933277697151282
1888200,0.1462,0.9131,0.1533,-3.6718,58.6794,1.855,0.29,0.9373510228297615
1888200,0.1536,0.9187,0.1387,-4.8931,56.6336,0.1679,0.29,0.9417220078133461
1888210,0.168,0.9229,0.1287,-6.229,54.6489,-1.8626,0.3,0.9468537901914953
1888210,0.2002,0.9277,0.1021,-7.771,52.6031,-2.5725,0.3,0.954532210037985
1888220,0.2146,0.9084,0.093,-8.6794,50.6718,-3.771,0.31,0.9380259697897495
1888220,0.2463,0.9036,0.0818,-10.0611,49.229,-3.7939,0.31,0.9401318471363471
1888230,0.2544,0.8855,0.052,-9.2901,49.771,-4.5267,0.32,0.9227857877102356
1888230,0.2581,0.8689,0.054,-8.5878,50.0992,-4.916,0.32,0.9080301867228865
1888240,0.2717,0.8721,0.0457,-7.8397,51.0,-5.9847,0.33,0.9145861304437106
1888240,0.269,0.8735,0.0525,-6.9771,51.7786,-7.1756,0.33,0.9154886673247246
1888250,0.2668,0.8806,0.0686,-6.2137,52.2061,-8.0992,0.34,0.9226833476334121
1888250,0.2549,0.8811,0.1099,-6.1145,51.9008,-9.3359,0.34,0.923790685166288
1888260,0.2461,0.8826,0.1355,-6.0916,50.6412,-10.4962,0.35,0.9262333507275583
1888270,0.2524,0.8979,0.1736,-6.5725,47.4885,-11.8244,0.36,0.9487186780073427
1888270,0.2532,0.9202,0.2168,-6.9771,42.313,-12.8397,0.36,0.9787137068622264
1888280,0.2581,0.9192,0.2339,-5.855,36.3282,-13.6336,0.37,0.9829819225194326
1888280,0.269,0.9561,0.2881,-6.2748,28.6336,-14.313,0.37,1.0341614090653353
1888290,0.2759,0.9558,0.3037,-5.7786,21.0458,-14.5573,0.38,1.0401481336809675
1888290,0.2854,0.9744,0.3201,-5.5573,12.9924,-14.2977,0.38,1.0645997041141804
1888300,0.2903,0.9819,0.3218,-5.4351,6.0611,-14.7481,0.39,1.0732925696193
1888300,0.3064,0.9895,0.3611,-5.7023,-2.7099,-14.8092,0.39,1.0969887966611145
1888310,0.3374,1.0139,0.2505,-5.1603,-7.0534,-14.8702,0.4,1.0975346099326435
1888310,0.335,1.0769,0.3286,-6.916,-8.0763,-13.7252,0.4,1.174698501744171
1888320,0.3235,1.0632,0.2776,-10.4122,-8.542,-13.0305,0.41,1.1454729372621597
1888320,0.3105,1.0579,0.271,-10.6412,-8.1298,-12.5038,0.41,1.1353429702076814
1888330,0.2925,1.0298,0.2427,-9.2977,-10.1069,-12.855,0.42,1.097701043089602
1888330,0.2839,1.0212,0.2261,-6.8855,-9.7557,-13.2748,0.42,1.0837757424855015
1888340,0.2908,1.0081,0.2246,-5.1679,-9.3435,-13.5344,0.43,1.0729750276683983
1888340,0.292,1.0227,0.2288,-3.6489,-6.8092,-12.4504,0.43,1.0879010662739512
1888350,0.2915,1.0254,0.2212,-2.0916,-4.5038,-11.8015,0.44,1.08873635467913
1888350,0.2742,1.0166,0.2366,-0.5267,-1.9847,-10.5802,0.44,1.0791852296987758
1888360,0.2593,1.0095,0.2302,0.7023,0.3282,-9.6412,0.45,1.0673887670385145
1888360,0.2261,1.0173,0.2419,2.4351,1.1603,-8.2366,0.45,1.0698299444304222
1888370,0.186,1.0105,0.2341,3.5878,1.8168,-7.2366,0.46,1.0538069367773206
1888370,0.1501,1.0088,0.219,5.3588,1.9389,-6.1908,0.46,1.0431531287399756
1888380,0.1194,1.0066,0.262,6.8092,1.0,-5.374,0.47,1.0469689202645893
1888380,0.0903,1.0012,0.2974,6.6947,-3.2824,-5.0916,0.47,1.0483331006888985
1888390,0.0667,1.0071,0.2983,5.8397,-6.4733,-4.9313,0.48,1.0524648165140724
1888390,0.0505,0.998,0.3157,5.6718,-10.9542,-4.9924,0.48,1.047960275964695
1888400,0.0569,1.0005,0.2981,4.7023,-15.7328,-5.4198,0.49,1.045514930548579
1888400,0.0593,0.9768,0.2166,5.3282,-16.0763,-6.5725,0.49,1.0022825400055615
1888410,0.0652,0.9856,0.1741,6.5573,-16.9542,-7.0992,0.5,1.0029801643103418
1888410,0.0747,0.9695,0.1416,7.8168,-15.771,-8.1298,0.5,0.9826295843297209
1888420,0.0728,0.9646,0.144,9.0916,-14.5191,-9.1145,0.51,0.9780025562338782
1888420,0.1023,0.9578,0.175,10.687,-14.8855,-10.1603,0.51,0.9790153880302392
1888430,0.125,0.9563,0.2266,11.2595,-16.8779,-11.2977,0.52,0.9906978600966089
1888430,0.1338,0.9504,0.2317,10.916,-17.8244,-11.8244,0.52,0.987343653445952
1888440,0.1548,0.9509,0.2324,10.0229,-17.2824,-11.855,0.53,0.9910517695862311
1888440,0.1638,0.9521,0.2258,8.9542,-16.0382,-11.542,0.53,0.9921242311323718
1888450,0.1799,0.9441,0.2185,8.313,-14.7786,-11.1756,0.54,0.985612028132774
1888450,0.1987,0.9438,0.196,7.5573,-11.9237,-10.8168,0.54,0.9842032970885639
1888460,0.2063,0.9482,0.1926,7.2137,-9.8092,-9.5115,0.55,0.9893117253929623
1888460,0.2092,0.9495,0.1714,7.084,-8.1221,-8.9542,0.55,0.9872653392072468
1888470,0.2034,0.9575,0.1787,6.9313,-6.2595,-7.4962,0.56,0.9950434663872729
1888470,0.1973,0.9656,0.1824,7.1679,-4.5802,-5.7099,0.56,1.002287588469497
1888480,0.186,0.9707,0.1746,7.2366,-3.313,-4.1145,0.57,1.0036631157913496
1888480,0.1709,0.9707,0.1567,7.1374,-2.145,-3.1908,0.57,0.9980081111894833
1888490,0.1445,0.9675,0.1541,7.0534,-0.5954,-1.8321,0.58,0.9902945571899303
1888490,0.1421,0.9792,0.1477,6.5115,1.2672,-0.5038,0.58,1.000420081765655
1888500,0.1243,0.9949,0.1521,5.542,3.6489,0.8168,0.59,1.0141059658635285
1888500,0.1079,0.9966,0.1418,5.0305,6.0611,2.1603,0.59,1.012403679369055
