2153380,0.4146,0.9077,0.1375,-6.4580,-6.2290,-4.7557
2153390,0.4082,0.9048,0.1218,-6.2672,-6.4122,-4.5344
2153390,0.3989,0.8955,0.1221,-6.2672,-6.0611,-4.5496
2153400,0.3962,0.8911,0.1348,-6.5954,-6.3511,-5.0687
2153400,0.4006,0.8896,0.1360,-6.5725,-6.6107,-5.1450
2153410,0.4133,0.9053,0.1477,-6.8931,-6.8779,-5.2595
2153410,0.4028,0.9089,0.1482,-7.0458,-7.2290,-5.7252
2153420,0.4009,0.9031,0.1423,-7.2595,-6.7710,-5.8931
2153420,0.3923,0.8992,0.1462,-7.1908,-6.4809,-6.1603
2153430,0.3943,0.8896,0.1377,-7.6870,-6.0534,-6.4885
2153430,0.3979,0.8936,0.1450,-7.7710,-5.8397,-6.5802
2153440,0.3992,0.8994,0.1404,-8.3053,-5.5802,-6.9237
2153440,0.3923,0.8918,0.1328,-8.2290,-4.6031,-6.8168
2153450,0.3933,0.8875,0.1296,-8.2443,-4.3588,-6.7481
2153450,0.3938,0.8853,0.1326,-8.1450,-3.6107,-6.4962
2153460,0.3977,0.8860,0.1394,-8.3588,-3.6489,-6.1450
2153460,0.3960,0.8928,0.1287,-8.0153,-3.7328,-5.6718
2153470,0.3938,0.8867,0.1218,-8.2748,-3.5878,-5.5573
2153470,0.3918,0.8882,0.1179,-8.1221,-3.1908,-5.4656
2153480,0.3943,0.8896,0.1150,-7.7481,-3.4733,-4.8168
2153480,0.4004,0.8889,0.1172,-7.6947,-3.7786,-4.2366
2153490,0.3994,0.8965,0.1196,-7.8626,-4.2443,-3.8855
2153490,0.3948,0.8906,0.1062,-7.4198,-4.1374,-3.6183
2153500,0.3911,0.8894,0.1089,-7.3206,-3.9924,-3.4885
2153500,0.3887,0.8889,0.1055,-7.2061,-4.0458,-3.3359
2153510,0.3923,0.8967,0.1162,-7.2290,-5.1679,-3.3588
2153510,0.3877,0.9026,0.1121,-7.3359,-4.8015,-3.1527
2153520,0.3916,0.9067,0.1123,-7.3435,-5.0229,-3.1298
2153520,0.3887,0.9124,0.1113,-6.9771,-5.0687,-3.1603
2153530,0.3845,0.9180,0.1108,-7.0153,-5.1908,-3.1298
2153530,0.3850,0.9180,0.1106,-6.8321,-5.1145,-3.0305
2153540,0.3760,0.9207,0.1182,-6.7252,-4.9237,-3.1679
2153540,0.3726,0.9199,0.1111,-6.6641,-4.9313,-3.4733
2153550,0.3745,0.9224,0.1125,-6.4046,-4.8321,-3.4198
2153550,0.3711,0.9209,0.1113,-6.4122,-4.6107,-3.9084
2153560,0.3708,0.9204,0.1130,-6.0763,-4.1298,-3.9160
2153560,0.3677,0.9207,0.1128,-5.9618,-4.0611,-4.3664
2153570,0.3672,0.9170,0.1189,-5.9695,-4.0992,-4.4427
2153570,0.3696,0.9241,0.1172,-5.9466,-3.8168,-4.6336
2153580,0.3755,0.9250,0.1262,-5.9313,-3.8473,-4.4580
2153580,0.3762,0.9272,0.1194,-5.7786,-3.7557,-4.9389
2153590,0.3755,0.9238,0.1230,-5.6260,-3.7863,-5.1832
2153590,0.3806,0.9219,0.1262,-5.4046,-3.4962,-5.3588
2153600,0.3831,0.9248,0.1206,-5.6183,-3.6183,-5.2061
2153600,0.3911,0.9233,0.1238,-5.5649,-3.3511,-5.7710
2153610,0.3877,0.9233,0.1257,-5.5496,-3.2748,-5.6031
2153610,0.3855,0.9153,0.1162,-5.3740,-2.8702,-5.9924
2153620,0.3831,0.9065,0.1162,-5.5038,-2.1527,-5.8855
2153620,0.3794,0.9033,0.1072,-5.0840,-1.9847,-6.1145
2153630,0.3840,0.9087,0.1052,-5.0229,-1.8931,-6.0611
2153630,0.3855,0.9150,0.1055,-4.6489,-1.6260,-5.7023
2153640,0.3855,0.9197,0.1067,-4.3817,-1.3282,-5.7023
2153640,0.3828,0.9133,0.1042,-3.9237,-1.7786,-5.4885
2153650,0.3831,0.9153,0.1121,-3.7481,-2.1450,-5.3664
2153650,0.3794,0.9155,0.1082,-3.7099,-2.7405,-5.0534
2153660,0.3853,0.9111,0.1121,-2.8397,-3.1374,-4.5573
2153660,0.3940,0.9155,0.1182,-2.7786,-3.6565,-3.9313
2153670,0.4038,0.9275,0.1240,-2.5038,-4.5954,-3.3664
2153670,0.3916,0.9248,0.1091,-2.0916,-4.6489,-3.1527
2153680,0.3992,0.9226,0.1199,-1.2824,-4.4351,-2.7252
2153680,0.4094,0.9412,0.1372,-1.3359,-5.8015,-1.6947
2153690,0.3967,0.9155,0.0955,-0.6641,-4.5038,-1.5954
2153690,0.4004,0.9097,0.1260,-0.1756,-4.6718,-1.6183
2153700,0.3992,0.8960,0.1157,-0.0916,-4.1221,-1.7557
2153700,0.3972,0.8877,0.1138,0.0229,-3.8702,-1.6794
2153710,0.3938,0.8811,0.1128,0.1756,-3.7557,-2.0229
2153710,0.3894,0.8770,0.1123,0.2977,-2.7939,-2.0229
2153720,0.3928,0.8799,0.1233,-0.1450,-3.0382,-1.9542
2153720,0.3960,0.8789,0.1218,-0.5802,-2.9389,-2.0076
2153730,0.3879,0.8818,0.1223,-0.8244,-2.7176,-1.9618
2153730,0.3892,0.8796,0.1245,-1.3435,-2.5267,-1.7252
2153740,0.3967,0.8882,0.1345,-1.6718,-2.4275,-1.7328
2153740,0.3999,0.8823,0.1274,-2.0000,-2.3053,-1.4656
2153750,0.4011,0.8826,0.1379,-2.2214,-2.3664,-1.3206
2153750,0.4038,0.8804,0.1306,-2.5496,-2.5344,-1.2672
2153760,0.3979,0.8760,0.1289,-3.2137,-2.3664,-1.5191
2153760,0.3972,0.8811,0.1394,-3.3053,-2.8550,-1.1908
2153770,0.4041,0.8926,0.1409,-3.9542,-3.3435,-1.1069
2153770,0.4043,0.9014,0.1404,-3.8092,-3.6489,-1.1908
2153780,0.4041,0.9080,0.1379,-4.2061,-4.0000,-1.2443
2153780,0.4004,0.9131,0.1411,-4.4275,-4.5573,-1.0229
2153790,0.3984,0.9114,0.1326,-4.6260,-4.3053,-1.5802
2153790,0.3948,0.9119,0.1213,-4.3893,-4.0534,-1.4275
2153800,0.3918,0.9119,0.1279,-4.3740,-3.9389,-1.5344
2153800,0.3918,0.9067,0.1284,-4.3359,-3.8244,-1.7863
2153810,0.3953,0.9038,0.1213,-4.6336,-3.8244,-1.6641
2153810,0.3960,0.8999,0.1228,-4.5038,-4.2595,-1.5954
2153820,0.3977,0.8982,0.1167,-4.1985,-4.5038,-1.8168
2153820,0.4011,0.8950,0.1162,-4.4122,-4.6107,-1.5420
2153830,0.4038,0.8896,0.1138,-4.3511,-4.8855,-1.4427
2153830,0.4045,0.8887,0.1091,-4.1298,-5.2290,-1.3282
2153840,0.4011,0.8882,0.1060,-4.2595,-5.1985,-1.1221
2153840,0.4023,0.8867,0.1040,-4.1221,-5.4733,-0.7939
2153850,0.4036,0.8840,0.1086,-3.9084,-5.3282,-0.6565
2153850,0.3970,0.8838,0.1121,-4.0305,-5.3817,-0.6336
2153860,0.3965,0.8862,0.1101,-4.2366,-5.3282,-0.4580
2153860,0.3953,0.8818,0.1184,-4.4427,-5.2214,-0.4427
2153870,0.3896,0.8821,0.1162,-4.5649,-5.2824,-0.5573
2153870,0.3865,0.8796,0.1104,-4.7481,-4.8473,-0.2901
2153880,0.3811,0.8774,0.1218,-5.2137,-5.1603,-0.1603
2153880,0.3804,0.8767,0.1179,-5.1908,-5.2901,0.1527
2153890,0.3796,0.8730,0.1238,-5.3053,-5.1603,0.5725
2153890,0.3813,0.8716,0.1189,-5.2061,-5.3893,0.5649
2153900,0.3831,0.8728,0.1213,-5.0382,-5.8321,0.8550
2153900,0.3923,0.8687,0.1179,-5.1145,-6.1603,1.1527
2153910,0.4033,0.8704,0.1091,-5.0763,-6.5802,1.3206
2153910,0.4026,0.8770,0.1062,-4.8473,-7.1145,1.3588
2153920,0.4048,0.8794,0.0989,-4.7634,-7.4733,1.4427
2153920,0.4136,0.8884,0.0886,-4.2061,-8.0305,1.5496
2153930,0.4253,0.8911,0.0786,-4.1756,-7.6107,2.0687
2153930,0.4336,0.8997,0.0737,-4.4733,-6.8015,2.1679
2153940,0.4536,0.9072,0.0718,-4.5267,-6.3740,2.1832
2153940,0.4592,0.9202,0.0574,-4.4733,-5.5191,2.4962
2153950,0.4766,0.9500,0.0671,-4.4885,-5.3588,3.6107
2153950,0.4880,0.9746,0.0654,-4.4733,-5.5649,4.6718
2153960,0.4893,1.0078,0.0471,-4.3969,-6.7252,6.1145
2153960,0.4680,0.9961,-0.0173,-3.7023,-6.6031,7.7023
2153970,0.4771,1.0002,-0.0144,-2.7710,-5.0763,9.0382
2153970,0.4746,1.0056,0.0022,-2.1832,-4.8397,10.8550
2153980,0.4829,1.0093,0.0242,-2.3511,-4.3053,12.8015
2153980,0.4685,1.0239,0.0618,-3.1450,-4.3206,14.9771
2153990,0.4360,1.0310,0.0898,-4.2366,-3.4580,17.0382
2153990,0.4011,1.0332,0.1050,-5.3511,-1.0992,17.8397
2154000,0.3523,1.0229,0.0986,-6.0153,2.7786,18.5114
2154000,0.3225,1.0420,0.1360,-7.0916,5.5344,19.4656
2154010,0.2798,1.0249,0.1177,-7.9695,8.8931,18.4122
2154010,0.2615,1.0264,0.0796,-8.5878,13.7939,18.1374
2154020,0.2471,1.0554,0.0447,-7.8092,17.0992,19.7328
2154020,0.2483,1.0881,-0.0188,-5.8550,19.6336,22.3588
2154030,0.2004,1.0742,-0.0442,-2.7481,22.6794,23.4580
2154030,0.1169,1.0259,-0.0552,0.6870,26.7939,21.5420
2154040,0.0532,1.0176,-0.0203,3.8473,33.2824,18.8855
2154040,0.0198,1.0376,0.0503,6.9924,37.7939,16.5649
2154050,0.0085,1.0649,0.0645,9.3664,40.7634,13.8550
2154050,-0.0005,1.0881,0.0898,11.2901,44.1374,11.7328
2154060,0.0051,1.1150,0.1184,13.1527,46.9695,10.2366
2154060,-0.0056,1.1216,0.1528,15.7099,49.8550,9.0611
2154070,-0.0190,1.0906,0.1655,18.6031,53.0916,7.7099
2154070,-0.0129,1.0579,0.1672,22.5344,56.0840,6.5725
2154080,0.0042,1.0107,0.1472,27.9695,60.6031,5.7099
2154080,0.0312,0.9666,0.1306,35.5725,65.2214,5.2824
2154090,0.0505,0.9353,0.1150,43.2824,71.2366,6.1069
2154090,0.0894,0.9226,0.1133,50.7863,77.4809,7.9542
2154100,0.1367,0.9250,0.1460,57.8015,83.4504,9.8015
2154100,0.1799,0.9326,0.1492,64.2519,90.0763,11.3053
2154110,0.2114,0.9224,0.1658,69.7634,97.3053,13.0000
2154110,0.2334,0.9194,0.2039,74.9313,103.8168,15.1069
2154120,0.2559,0.9209,0.2444,78.8397,110.2595,17.0840
2154120,0.2646,0.9104,0.2559,81.8779,116.1603,17.9313
2154130,0.2639,0.9038,0.2827,83.7786,121.3664,18.8702
2154130,0.2629,0.8950,0.3015,84.9771,125.3817,19.7176
2154140,0.2756,0.8835,0.3303,85.5725,126.7939,20.2443
2154140,0.2876,0.8733,0.3403,85.5725,125.8397,20.3817
2154150,0.3135,0.8689,0.3452,85.5649,122.3969,20.6031
2154150,0.3540,0.8633,0.3347,84.8015,116.8626,20.8397
2154160,0.3936,0.8640,0.3252,84.5496,109.9237,21.4580
2154160,0.4478,0.8643,0.3252,84.1756,102.5267,22.3893
2154170,0.4983,0.8555,0.3223,83.5191,94.5878,23.6107
2154170,0.5500,0.8467,0.3264,82.5267,86.9695,25.4886
2154180,0.6016,0.8386,0.3289,80.9771,79.6641,27.3511
2154180,0.6541,0.8169,0.3391,78.9008,72.7939,29.4046
2154190,0.6936,0.7964,0.3545,76.4580,67.3511,30.6336
2154190,0.7219,0.7742,0.3713,73.6031,62.6718,32.2290
2154200,0.7410,0.7554,0.4058,70.6412,58.6565,33.6794
2154200,0.7676,0.7295,0.4387,66.8092,55.3893,34.5344
2154210,0.7749,0.7024,0.4617,61.5115,51.5191,33.9389
2154210,0.8103,0.6870,0.5374,53.9542,46.9695,32.2061
2154220,0.8276,0.6780,0.5461,46.7481,42.0153,30.4656
2154220,0.8284,0.6658,0.5566,41.3435,38.8550,29.9924
2154230,0.8081,0.6379,0.5928,35.4427,36.3053,28.4122
2154230,0.8059,0.6187,0.6125,28.8779,33.7328,27.1221
2154240,0.7881,0.5979,0.6147,21.6870,31.5649,25.1603
2154240,0.7676,0.5837,0.6116,15.4275,30.1985,23.3435
2154250,0.7559,0.5542,0.6045,7.9924,28.4809,20.9084
2154250,0.7605,0.5449,0.5781,2.0076,26.6794,18.4809
2154260,0.7627,0.5435,0.5703,-4.0763,25.4656,16.3359
2154260,0.7615,0.5525,0.5618,-10.5038,21.2366,14.0992
2154270,0.7720,0.5430,0.5115,-15.5878,17.4351,12.7786
2154280,0.7815,0.5420,0.4839,-19.9847,14.0076,11.2214
2154280,0.7876,0.5593,0.4717,-24.0458,9.7863,10.4427
2154290,0.7798,0.5708,0.4587,-26.7557,5.0153,10.6336
2154290,0.7761,0.5942,0.4434,-30.5038,-1.2672,10.9771
2154300,0.7598,0.6162,0.4429,-34.3359,-7.3664,11.5496
2154300,0.7346,0.6440,0.4292,-38.2366,-11.9237,11.7252
2154310,0.7200,0.6748,0.4509,-43.2290,-15.9237,11.6260
2154310,0.7144,0.6882,0.4480,-49.3511,-21.0229,10.6718
2154320,0.7053,0.6902,0.4312,-55.0840,-26.0534,10.5038
2154320,0.6670,0.6892,0.3989,-59.2366,-32.7557,11.1450
2154330,0.6523,0.6846,0.3367,-62.8321,-38.4122,11.0458
2154330,0.6416,0.6877,0.2988,-65.3282,-41.3817,12.2366
2154340,0.6213,0.7090,0.2832,-66.9160,-43.6183,14.2061
2154340,0.5776,0.7197,0.2769,-68.0076,-47.2748,16.6641
2154350,0.5581,0.7361,0.2571,-68.4885,-50.7405,20.6183
2154350,0.5249,0.7500,0.2539,-68.7634,-54.9771,26.4656
2154360,0.4727,0.7505,0.2407,-68.8168,-59.1069,32.0000
2154360,0.4141,0.7869,0.2751,-69.2214,-58.3817,37.3817
2154370,0.3682,0.8250,0.3013,-70.4427,-53.8321,42.1603
2154370,0.3589,0.8718,0.3342,-72.8397,-47.9924,45.5267
2154380,0.3188,0.9434,0.3218,-75.5573,-37.0000,46.0153
2154380,0.2820,1.0850,0.2727,-80.5573,-18.4198,43.8931
2154390,0.1960,1.1960,0.2437,-90.5267,3.6718,39.4656
2154390,-0.0029,1.2268,0.1851,-98.9313,16.0000,23.7710
2154400,-0.1443,1.2441,0.2400,-111.1679,16.2443,8.2290
2154400,-0.3333,0.9390,0.2437,-116.2977,13.6794,-7.1985
2154410,-0.3645,0.6506,0.7502,-127.0229,-12.6183,-22.2137
2154420,-0.1521,0.4990,0.9612,-149.2901,-52.7023,-35.1221
2154420,0.2681,0.3850,0.7749,-168.3053,-50.4656,-36.5496
2154430,0.4719,0.2192,0.5977,-173.1374,-29.9847,-30.8397
2154430,0.4187,-0.0278,1.0518,-184.3893,-37.3664,-25.6489
2154440,0.4980,-0.0461,0.9412,-202.8779,-56.4046,-20.4656
2154440,1.2966,0.1650,0.3669,-200.5420,-53.5267,-7.0382
2154450,1.9999,0.7256,0.3354,-203.0687,-43.1298,21.3130
2154450,1.9999,1.1245,-0.4524,-188.3512,10.6107,73.4733
2154460,1.9999,1.1401,-1.0757,-132.6565,94.6718,103.4351
2154460,1.9999,1.3943,-1.1001,-57.5573,196.5954,119.0534
2154470,1.9426,1.9999,-0.0286,-15.9237,199.9847,119.2061
2154470,1.4316,1.8127,-0.0181,4.1221,160.9313,106.7481
2154480,1.2449,1.7329,-0.1152,18.8321,117.4657,85.8473
2154480,1.0039,1.7166,0.1450,20.5496,68.7176,69.4351
2154490,0.7822,1.5049,0.2979,-0.4885,24.1908,47.4580
2154490,0.6824,1.3496,0.3425,-24.5496,-16.5954,25.4046
2154500,0.4905,1.1089,0.3284,-41.3893,-53.1679,6.5725
2154510,0.2129,0.9375,0.5178,-59.3893,-80.9542,-11.9924
2154510,0.2170,0.8916,0.6016,-84.4351,-105.0076,-24.8168
2154520,0.2952,0.9436,0.5408,-105.9084,-118.6031,-32.4885
2154520,0.4031,0.9888,0.5146,-120.7786,-121.0916,-38.1069
2154530,0.3188,0.9556,0.5022,-126.8397,-129.2290,-45.7939
2154530,0.1821,0.8848,0.4846,-134.8168,-134.6031,-55.5267
2154540,0.1794,0.8025,0.4946,-147.8779,-139.0382,-62.3588
2154540,0.3059,0.7720,0.3987,-154.9618,-145.2443,-65.5802
2154550,0.3804,0.7263,0.2175,-146.0992,-150.5191,-63.6107
2154550,0.3955,0.6487,0.1030,-130.6107,-153.2901,-61.5496
2154560,0.3640,0.5527,0.0737,-114.2748,-157.9618,-58.3511
2154570,0.3801,0.4475,0.0652,-100.4580,-163.9008,-53.3511
2154570,0.3157,0.3347,0.0571,-87.6641,-166.8702,-46.9618
2154580,0.3188,0.2024,0.0996,-79.2672,-162.5038,-43.7099
2154580,0.3430,0.1458,0.0876,-72.9771,-150.4962,-39.7939
2154590,0.4731,0.1082,0.0947,-66.8015,-133.6488,-35.9924
2154590,0.5059,0.0552,0.0620,-53.0229,-98.9466,-26.3206
2154600,0.4651,-0.0090,0.2092,-36.8321,-62.3206,-14.5954
2154600,0.3250,-0.0952,0.5007,-29.4122,-36.7634,-5.9924
2154610,0.2556,-0.1235,0.5173,-23.1298,-23.2672,-2.1908
2154610,0.1702,-0.0801,0.5879,-19.1145,-16.2748,-3.6718
2154620,0.1851,-0.0015,0.5300,-14.4656,-10.4198,-2.0153
2154620,0.1765,0.0562,0.5706,-13.5649,-5.3969,-1.2443
2154630,0.1965,0.1223,0.5476,-13.6794,-11.0153,0.1985
2154630,0.2229,0.1758,0.3423,-13.1145,-16.3664,2.6641
2154640,0.2585,0.2334,0.2578,-11.2366,-15.9008,7.3664
2154640,0.2549,0.2651,0.2549,-10.3282,-13.1450,10.8168
2154650,0.2952,0.3289,0.2549,-8.9771,-8.4046,14.8321
2154650,0.3467,0.3740,0.2620,-7.3664,-5.0687,19.2290
2154660,0.4111,0.4019,0.2222,-2.9084,0.7634,25.5267
2154660,0.4507,0.4546,0.2400,1.6870,5.1374,32.4046
2154670,0.4553,0.4836,0.2800,4.7176,7.0840,38.4809
2154670,0.4548,0.5015,0.3147,6.4733,10.1756,42.3435
2154680,0.4504,0.5610,0.4214,3.5725,12.4733,44.9695
2154680,0.4526,0.6130,0.4773,-3.5115,17.1985,44.0229
2154690,0.4729,0.6719,0.5476,-12.1679,26.8168,42.7023
2154690,0.4883,0.6975,0.6052,-21.6183,35.8855,40.2595
2154700,0.5308,0.7498,0.6333,-31.9084,45.3282,38.1908
2154700,0.5386,0.8054,0.6606,-39.5191,54.2366,35.7939
2154710,0.6624,0.8596,0.5979,-45.3435,60.1450,31.2977
2154710,0.6995,0.8608,0.5850,-47.7252,63.4962,26.0840
2154720,0.7747,0.9133,0.5896,-49.8779,59.8626,22.1298
2154730,0.8638,0.8357,0.4873,-47.4275,56.0534,17.6794
2154730,0.9143,0.8057,0.4702,-43.1527,52.4351,14.6031
2154740,0.9402,0.7822,0.4885,-39.5725,48.2672,10.5573
2154740,0.9397,0.7683,0.5164,-35.3588,41.3969,7.8779
2154750,0.9873,0.7581,0.4871,-30.9542,34.1298,4.6947
2154750,0.9636,0.7256,0.4312,-27.2061,25.4351,1.8321
2154760,0.9509,0.7249,0.4360,-20.7557,12.4427,2.3588
2154760,1.0959,0.7329,0.3506,-18.1832,1.9466,-1.4656
2154770,1.0657,0.7002,0.3481,-11.5267,-11.9771,-0.4809
2154770,1.1528,0.6780,0.3447,-7.6183,-22.8779,-0.7786
2154780,1.2368,0.6951,0.3752,-5.6794,-27.7099,1.4351
2154780,1.2891,0.6753,0.4475,-6.8855,-27.1221,4.5802
2154790,1.3362,0.6304,0.5210,-9.4046,-23.6794,6.9695
2154790,1.3594,0.6077,0.6147,-12.3511,-17.7023,8.6412
2154800,1.3682,0.5771,0.6741,-16.6565,-11.3435,9.8092
2154800,1.3630,0.5583,0.7034,-20.8092,-3.9237,9.9313
2154810,1.3542,0.5542,0.7163,-23.7557,1.6565,10.5267
2154810,1.3584,0.5525,0.6943,-24.5344,3.6336,11.1603
2154820,1.3540,0.5427,0.6460,-23.6565,2.5115,11.7099
2154820,1.3459,0.5325,0.5840,-21.8931,1.1985,11.7557
2154830,1.3179,0.5371,0.5286,-19.0382,-0.9160,10.9237
2154830,1.2639,0.5522,0.4756,-15.6031,-4.3969,8.7023
2154840,1.1814,0.5632,0.3970,-11.9084,-8.6031,5.1221
2154840,1.0718,0.5928,0.3298,-8.1908,-13.1679,-0.3359
2154850,0.9375,0.6245,0.2676,-4.6183,-17.6107,-7.2595
2154850,0.8374,0.6790,0.2280,0.3588,-22.0992,-14.5802
2154860,0.7559,0.7583,0.1899,8.0229,-25.4886,-22.5344
2154860,0.7107,0.8306,0.1863,18.4962,-31.8550,-30.4962
2154870,0.6721,0.9270,0.2114,30.1450,-40.4122,-38.3511
2154870,0.6138,1.0112,0.2312,39.1527,-47.6489,-47.1527
2154880,0.5537,1.0771,0.2986,42.7405,-51.6870,-55.5267
2154880,0.4736,1.1213,0.3857,41.8168,-51.9084,-64.1374
2154890,0.4045,1.1252,0.3716,40.1450,-51.3817,-71.2214
