timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1837700,-0.0615,0.9639,0.0789,-7.1756,-7.1832,-0.9466,0.0,0.9690772260248406
1837700,-0.0623,0.9587,0.0754,-7.0458,-7.3511,-1.084,0.0,0.9636763668369168
1837710,-0.0671,0.959,0.083,-6.8015,-7.084,-1.2061,0.01,0.964920934584798
1837710,-0.0889,0.9526,0.1729,-12.5344,-5.8779,-5.5878,0.01,0.9722367921447944
1837720,0.01,0.9197,-0.0754,-4.3053,12.3282,-1.7863,0.02,0.922839774825511
1837720,-0.116,0.988,0.1975,-11.2366,3.2672,0.2595,0.02,1.0142022727247262
1837730,-0.0923,0.9563,0.0852,-9.4351,1.0687,-1.6412,0.03,0.964514395952699
1837730,-0.0579,0.991,0.1003,-8.4046,-1.5267,-1.2748,0.03,0.9977442056960291
1837740,-0.1182,0.9817,0.1272,-7.0305,-4.8473,-0.5878,0.04,0.9969382979904022
1837740,-0.1277,0.9807,0.1274,-5.3893,-8.0382,-0.2061,0.04,0.9971512122040468
1837750,-0.1008,0.9934,0.1038,-6.4885,-8.8702,-1.5878,0.05,1.0038817858692326
1837750,-0.1016,0.9976,0.1145,-6.3969,-8.3435,-1.687,0.05,1.009276260495609
1837760,-0.1001,0.9966,0.0933,-6.7252,-7.771,-1.7939,0.06,1.0059505256224086
1837760,-0.1013,0.9946,0.1011,-7.1298,-7.8092,-1.8092,0.06,1.0048442963962128
1837770,-0.0891,1.0042,0.1047,-6.8473,-7.145,-1.7786,0.07,1.0135672350663274
1837770,-0.0981,0.9915,0.095,-7.0,-7.1374,-2.1985,0.07,1.0008600601482707
1837780,-0.085,0.9919,0.1011,-6.6718,-6.2061,-2.1679,0.08,1.0006556950320127
1837780,-0.0845,0.9905,0.1016,-6.3359,-5.1908,-2.3053,0.08,0.9992762681060728
1837790,-0.0776,0.9849,0.1052,-5.8092,-4.7481,-2.4656,0.09,0.9935375231967839
1837790,-0.0811,0.9761,0.1133,-5.7176,-4.9847,-2.2061,0.09,0.9859945790926034
1837800,-0.071,0.9761,0.1123,-5.6031,-4.8168,-2.2214,0.1,0.9851007562681089
1837800,-0.0593,0.9805,0.103,-6.0992,-3.8321,-2.6565,0.1,0.9876769411097943
1837810,-0.0532,0.9839,0.1064,-6.4198,-2.4351,-2.916,0.11,0.9910652904829227
1837810,-0.0413,0.9851,0.1084,-6.7252,-1.0763,-3.3588,0.11,0.9919063766303753
1837820,-0.0288,0.9773,0.1038,-6.6031,-0.2519,-3.229,0.12,0.983218780333248
