timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1197450,0.3948,0.8259,0.2407,9.7863,3.7481,1.7176,0.0,0.9465275167685301
1197460,0.4004,0.8193,0.2415,10.0382,4.3435,2.2137,0.01,0.943342408672482
1197460,0.3984,0.8179,0.25,9.5496,4.5802,2.9313,0.01,0.9434950821281476
1197470,0.4106,0.8289,0.2468,9.9008,4.3588,3.1374,0.02,0.9573807027510007
1197470,0.4148,0.8406,0.2471,10.6412,3.8473,3.7786,0.02,0.9693945584745152
1197480,0.4224,0.854,0.2502,11.6412,3.9466,4.2366,0.03,0.9850572572190918
1197480,0.4387,0.8677,0.2678,11.6031,3.9618,5.0076,0.03,1.0085027615232394
1197490,0.4438,0.8755,0.283,10.7176,3.771,5.5649,0.04,1.0215418199956376
1197490,0.4561,0.8958,0.2788,10.6412,4.5038,5.7863,0.04,1.0431751003546816
1197500,0.4585,0.9048,0.2917,9.8855,4.9389,5.7023,0.05,1.0554497524752184
1197500,0.4607,0.9146,0.2996,8.9313,5.9237,5.7939,0.05,1.0670041283893892
1197510,0.4631,0.9153,0.3145,7.6947,7.2672,5.4198,0.06,1.0729146983800717
1197510,0.4639,0.9116,0.3123,5.4962,8.6947,4.8244,0.06,1.0694620423371743
1197520,0.4702,0.9004,0.3118,3.5115,9.6031,4.3435,0.07,1.0625570290577349
1197520,0.478,0.897,0.3093,1.5496,10.2748,3.9466,0.07,1.0624309342258442
1197530,0.4753,0.8755,0.2915,0.229,10.9695,4.2214,0.08,1.0379704186536338
1197530,0.4685,0.8511,0.2837,-1.5191,12.6489,4.0458,0.08,1.0121013536202785
1197540,0.4521,0.8374,0.2805,-3.0305,14.0076,4.0611,0.09,0.9921257077608664
1197540,0.4343,0.8169,0.2812,-4.6794,15.1603,3.9466,0.09,0.9669620158000003
1197550,0.4231,0.8025,0.2703,-5.9542,16.3664,3.5038,0.1,0.9466160520506717
1197550,0.4133,0.7903,0.2788,-6.8092,17.4275,3.687,0.1,0.9344091288081469
1197560,0.4014,0.7693,0.2915,-7.9618,17.9466,3.5267,0.11,0.9153779001046507
1197560,0.3936,0.7578,0.3098,-9.7023,18.3588,3.2595,0.11,0.9083819901341066
1197560,0.3875,0.7437,0.3247,-11.626,18.4733,3.0382,0.11,0.8992641602999644
1197570,0.3862,0.7349,0.3525,-13.0763,17.2824,1.8168,0.12,0.9019338667552073
1197580,0.3901,0.7148,0.3662,-15.313,15.7328,1.0382,0.13,0.8928714857133696
1197580,0.4082,0.7134,0.3694,-16.9924,14.7252,0.5115,0.13,0.9011232768051217
1197590,0.417,0.6929,0.4187,-20.1679,13.5038,-0.0992,0.14,0.9106640983370322
1197590,0.428,0.6819,0.4312,-23.7023,11.6641,-1.084,0.14,0.9132935179886037
1197600,0.4617,0.6877,0.4504,-26.9237,10.4427,-1.7939,0.15,0.9428458728763678
1197600,0.4475,0.6865,0.4768,-29.9924,7.5725,-2.458,0.15,0.9480911032174071
1197610,0.4624,0.6804,0.4888,-33.8092,3.2977,-3.1298,0.16,0.956913454811876
1197610,0.4551,0.6624,0.4956,-36.8092,-1.8931,-3.9847,0.16,0.9441976117317815
1197620,0.46,0.6814,0.5439,-40.0458,-10.2519,-4.3359,0.17,0.9857652712486883
1197620,0.4924,0.6558,0.5217,-43.2672,-16.8015,-5.3282,0.17,0.9719579671981706
1197630,0.4763,0.6052,0.5022,-44.0305,-21.3053,-6.9695,0.18,0.9194202358008007
1197630,0.5681,0.592,0.5505,-45.6641,-26.0458,-7.626,0.18,0.9880545835124697
1197640,0.6426,0.5391,0.5552,-50.3435,-28.9618,-5.5115,0.19,1.0058879708993442
1197640,0.6453,0.5342,0.5891,-52.1832,-36.4733,-4.9313,0.19,1.0241193973360723
1197650,0.7646,0.585,0.4944,-53.771,-37.7481,-3.0992,0.2,1.0822520593651002
1197650,0.8079,0.6243,0.4976,-54.7557,-35.0,3.3053,0.2,1.1358074924915753
1197660,0.8694,0.6104,0.4836,-54.0916,-32.8779,10.0229,0.21,1.1671818538685392
1197660,0.853,0.5967,0.4973,-56.6947,-29.4656,14.6107,0.21,1.1536755089712183
1197670,0.844,0.5439,0.4578,-57.0458,-27.9313,16.8397,0.22,1.1035144086055242
1197670,0.8621,0.55,0.4807,-57.3359,-29.8092,20.1298,0.22,1.1299508396386102
1197680,0.8848,0.5972,0.426,-57.8626,-31.4886,22.4122,0.23,1.1493454137029477
1197680,0.8052,0.572,0.3899,-53.8092,-28.3206,24.5191,0.23,1.0618630090553112
1197690,0.731,0.6184,0.4094,-50.1756,-23.084,24.6412,0.24,1.0413394835499132
1197690,0.6558,0.634,0.4497,-47.0763,-21.0076,21.2672,0.24,1.016985609534373
1197700,0.6321,0.7129,0.4561,-49.2672,-15.0076,18.2214,0.25,1.0563162547267746
1197700,0.6111,0.7788,0.4756,-52.4504,-5.1908,12.9084,0.25,1.0982568051234647
