timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1245620,0.3945,0.834,0.4224,-4.2137,-1.9084,-3.145,0.0,1.0146960185198324
1245620,0.3879,0.8328,0.4177,-3.8702,-2.458,-3.084,0.0,1.009205400302634
1245630,0.3877,0.8293,0.4216,-3.6107,-2.2519,-2.9084,0.01,1.007867223398003
1245630,0.3806,0.8259,0.426,-3.3359,-2.0687,-2.7481,0.01,1.0042127115307793
1245640,0.3716,0.8225,0.4248,-2.9008,-2.5496,-2.4351,0.02,0.9975208519123798
1245640,0.3699,0.8147,0.4265,-2.5496,-2.3359,-2.5267,0.02,0.9911933968706612
1245650,0.3674,0.8093,0.4207,-2.5038,-2.6031,-2.4427,0.03,0.9833299242878761
1245650,0.3716,0.8044,0.4221,-2.2672,-2.6489,-2.5191,0.03,0.9814857767690778
1245660,0.3625,0.7976,0.4192,-2.2214,-2.6718,-2.771,0.04,0.9712366601400504
1245660,0.3677,0.7986,0.4155,-2.1374,-2.0229,-2.8015,0.04,0.9724224904844601
1245670,0.3689,0.7964,0.4124,-1.9008,-1.7557,-2.9695,0.05,0.9697494160864445
1245670,0.3713,0.793,0.4207,-1.916,-1.5191,-3.0229,0.05,0.9714428341389936
1245680,0.3706,0.7913,0.4141,-1.7023,-1.458,-3.1221,0.06,0.9669430489951308
1245680,0.3752,0.7959,0.4219,-2.2977,-1.2519,-3.2366,0.06,0.9758234778893158
1245690,0.3726,0.7939,0.4314,-2.4351,-1.2977,-3.1603,0.07,0.977350464265506
1245690,0.3767,0.7988,0.4272,-2.5115,-1.6794,-3.1069,0.07,0.9810627757692165
1245700,0.3767,0.7935,0.4431,-2.7252,-1.3664,-2.9237,0.08,0.9838103221658127
1245700,0.3843,0.7952,0.4343,-2.8779,-1.3511,-3.0534,0.08,0.9841981609411796
1245710,0.3877,0.7925,0.4419,-2.9695,-1.0305,-2.9771,0.09,0.9867335759970874
1245710,0.3899,0.7954,0.4375,-3.1374,-1.229,-2.8702,0.09,0.9879723781563936
1245720,0.3901,0.7988,0.4375,-3.2672,-0.687,-2.7786,0.1,0.9907904420209148
1245720,0.3928,0.7976,0.4504,-3.1527,-0.5725,-2.6031,0.1,0.9966532797317229
1245730,0.3906,0.7964,0.4473,-3.3588,-0.6183,-2.6031,0.11,0.9934277074855523
1245730,0.3918,0.7988,0.4387,-3.2137,-0.3206,-2.5878,0.11,0.9919911138714902
1245740,0.3914,0.7979,0.4399,-3.8244,-0.0076,-2.9618,0.12,0.9916402472671226
1245740,0.387,0.802,0.4304,-3.8779,0.3435,-3.7328,0.12,0.9890486135676042
1245750,0.384,0.8062,0.4377,-3.8855,0.0076,-3.8473,0.13,0.994482644393556
1245750,0.375,0.8062,0.4382,-3.9084,-0.0763,-3.9847,0.13,0.9912631739351564
1245760,0.3757,0.8057,0.4341,-4.0458,-0.458,-4.3969,0.14,0.9893158191396719
1245760,0.3755,0.8042,0.4333,-3.9466,-0.4122,-4.6183,0.14,0.9876673427829838
1245770,0.3792,0.8013,0.4285,-4.2061,-0.5344,-4.4656,0.15,0.9846250961660484
1245770,0.3831,0.8,0.4243,-4.7863,-0.3359,-4.2977,0.15,0.983257901061568
1245780,0.3835,0.7888,0.4275,-4.6107,0.4198,-4.2443,0.16,0.9757222658113321
1245780,0.3889,0.7717,0.418,-4.9618,1.1908,-3.9008,0.16,0.9599417169807759
1245790,0.3892,0.7612,0.418,-5.2672,2.3206,-3.0992,0.17,0.9516438829730373
1245790,0.3889,0.7373,0.405,-5.3435,3.1145,-2.313,0.17,0.9267575195270875
1245800,0.4004,0.7151,0.405,-6.2443,4.4656,-0.8702,0.18,0.9141734900991167
1245800,0.4033,0.6892,0.3999,-6.626,5.8092,0.2519,0.18,0.8930663693141736
1245810,0.4153,0.6663,0.3862,-7.2824,7.6107,2.1221,0.19,0.8749744110544033
1245810,0.4299,0.646,0.3816,-8.1221,8.771,4.084,0.19,0.8647245630835289
1245820,0.4512,0.6196,0.3899,-8.3282,9.8168,6.7099,0.2,0.8599462832061082
1245820,0.4529,0.5986,0.4021,-8.5496,10.6565,10.1145,0.2,0.8515425884828075
1245830,0.4604,0.5781,0.4148,-8.1221,11.313,13.9084,0.21,0.8474826310904549
1245830,0.4702,0.5647,0.4255,-7.6489,11.8626,18.3969,0.21,0.8491315445795191
1245840,0.4785,0.5586,0.4458,-7.7023,12.7939,22.916,0.22,0.8600778162468788
1245840,0.4751,0.5559,0.4607,-7.7405,13.5954,27.0229,0.22,0.8642854331758693
1245850,0.5049,0.5581,0.481,-7.855,13.8397,31.6336,0.23,0.8931744622412802
1245850,0.5227,0.5679,0.5171,-8.5344,14.2061,36.687,0.23,0.9290415006876711
1245860,0.5601,0.5779,0.5488,-9.7481,14.3664,41.5191,0.24,0.9740954060049765
1245860,0.6116,0.5632,0.5903,-11.7023,15.4809,47.1985,0.24,1.0196582221509323
1245870,0.6494,0.5586,0.6335,-13.8092,16.145,53.2672,0.25,1.0653997231086556
1245870,0.7229,0.5557,0.6985,-16.6107,16.2366,60.3053,0.25,1.148603129893002
1245880,0.7488,0.5425,0.7283,-17.7481,14.6947,66.8244,0.26,1.1770423017037237
1245880,0.7788,0.5305,0.78,-18.8473,13.6794,74.145,0.26,1.2232578182868892
1245890,0.7517,0.4976,0.8604,-21.2061,12.5954,79.9389,0.27,1.2461728652157373
1245890,0.6648,0.481,0.9299,-24.2977,10.771,84.1908,0.27,1.2401750078113976
1245900,0.551,0.4451,0.9761,-28.8779,9.7099,85.8244,0.28,1.2060208207157952
1245900,0.4678,0.4294,1.0022,-34.4122,11.313,85.6107,0.28,1.1864341701080594
1245910,0.4299,0.4036,1.01,-40.5191,15.7634,84.0534,0.29,1.1695327998820726
1245920,0.4265,0.3777,0.9958,-45.3969,23.3969,81.916,0.3,1.147247654170624
1245920,0.4087,0.3679,0.9851,-50.5573,31.6489,78.6489,0.3,1.1281879763585498
1245930,0.4075,0.3267,0.9387,-53.9084,39.6489,73.8092,0.31,1.0742191722362806
1245930,0.397,0.3079,0.9089,-54.0687,44.0992,68.374,0.31,1.03851365903391
1245940,0.3865,0.303,0.8545,-55.0153,45.1069,61.687,0.32,0.9855767347091753
1245940,0.4053,0.3386,0.8289,-53.8626,44.4885,54.5802,0.32,0.982849561224911
1245950,0.4543,0.321,0.7888,-52.916,40.4046,47.542,0.33,0.9652123755940968
1245950,0.5183,0.2375,0.7703,-52.6336,36.626,41.6794,0.33,0.9583335692753332
1245960,0.5212,0.186,0.708,-49.7099,34.6107,34.9924,0.34,0.898615290321726
1245960,0.5176,0.1848,0.7517,-42.9618,30.0382,28.2443,0.34,0.9311893953433963
1245970,0.575,0.2014,0.7849,-33.313,20.1145,22.2366,0.35,0.993607050095761
1245970,0.6233,0.2493,0.8315,-22.3053,11.542,16.313,0.35,1.0686653498640255
1245980,0.675,0.2993,0.8848,-12.5344,5.6641,10.9847,0.36,1.1524220277311608
1245980,0.7451,0.3411,0.9426,-4.5802,1.3893,6.7557,0.36,1.2490067974194536
1245990,0.8479,0.3062,0.9597,1.0992,0.0229,4.313,0.37,1.316706854239014
1245990,0.8782,0.2847,1.0227,5.0305,-1.8397,0.2137,0.37,1.3777534685131445
1246000,0.9128,0.3311,1.0425,9.4198,-4.2901,-4.5802,0.38,1.4246533964442019
1246000,0.9204,0.3533,1.0137,13.5573,-7.0763,-9.2748,0.38,1.4140525944956928
1246010,0.9775,0.4326,0.9468,17.8397,-9.9618,-13.1832,0.39,1.427963322358106
