timestamp_ms,ax,ay,az,gx,gy,gz,tempo_s,a_res
1804580,0.6079,0.6584,-0.0156,-3.0,-13.4809,1.6183,0.0,0.8962568437674548
1804580,0.5974,0.6497,-0.0076,-3.4504,-13.9008,0.9008,0.0,0.8826407026644534
1804590,0.5808,0.634,0.0134,-3.7481,-14.2366,-0.2595,0.01,0.859921042887078
1804590,0.5723,0.635,0.0217,-3.8931,-14.084,-0.916,0.01,0.8551158868831756
1804600,0.5669,0.6326,0.0337,-4.0076,-13.4962,-1.6183,0.02,0.850114145276974
1804600,0.5596,0.6365,0.043,-3.7328,-12.9695,-2.0534,0.02,0.848606746379028
1804610,0.541,0.645,0.0464,-3.7405,-10.8168,-3.0458,0.03,0.8431245222385599
1804610,0.5264,0.6711,0.0603,-3.4962,-9.4885,-3.4122,0.03,0.8550486886721714
1804620,0.5178,0.6978,0.0627,-3.5267,-6.7786,-3.7099,0.04,0.8711905474693811
1804620,0.5037,0.7244,0.0706,-3.2595,-5.2519,-4.5115,0.04,0.8851290357908277
1804630,0.5149,0.7637,0.0757,-3.0,-3.1832,-4.6412,0.05,0.9241700005951287
1804630,0.5161,0.7939,0.0764,-3.0916,-1.4733,-4.7634,0.05,0.9499859893703697
1804640,0.5146,0.8354,0.0784,-3.2748,0.0611,-4.8855,0.06,0.9843032459562449
1804640,0.5085,0.8687,0.0645,-3.771,1.9008,-4.6489,0.06,1.0086486950370779
1804650,0.5044,0.8994,0.0627,-4.1069,3.4809,-4.8168,0.07,1.0330880940171558
1804650,0.5049,0.9297,0.0439,-4.5191,5.0534,-4.8015,0.07,1.0588641603151936
1804660,0.5022,0.9587,0.0339,-5.3435,6.3969,-4.8244,0.08,1.0828018008850926
1804660,0.5029,0.9839,0.0176,-5.9847,8.1298,-5.1756,0.08,1.1051141931945314
1804670,0.5054,0.9958,-0.0107,-6.8702,9.0229,-5.3588,0.09,1.116763757470666
1804670,0.501,1.0039,-0.0386,-7.3359,10.0992,-5.5954,0.09,1.1226335867058317
1804680,0.5066,1.0039,-0.0527,-7.3206,10.1298,-6.2443,0.1,1.1257157989474964
1804680,0.5171,0.9934,-0.0762,-7.3511,9.3435,-6.1908,0.1,1.122516106788673
1804690,0.5388,0.9683,-0.1001,-6.9924,8.2443,-5.9237,0.11,1.1126231796974213
1804690,0.542,0.9438,-0.0989,-6.2366,7.1832,-5.5191,0.11,1.0928420059642656
